Date,Open,High,Low,Close,Adj Close,Volume
12/30/2004,6.625,6.625,6.425,6.5,5.094961,15527000
12/31/2004,6.5,6.7,6.475,6.7,5.251729,7658000
1/3/2005,6.6,6.625,6.525,6.575,5.153748,5597000
1/4/2005,6.6,6.6,6.45,6.5,5.094961,11295000
1/5/2005,6.4,6.4,6.275,6.375,4.996982,20474000
1/6/2005,6.35,6.475,6.3,6.3,4.938195,13144000
1/7/2005,6.35,6.4,6.275,6.375,4.996982,14916000
1/10/2005,6.425,6.525,6.275,6.475,5.075365,12477000
1/11/2005,6.575,6.6,6.5,6.55,5.134153,22270400
1/12/2005,6.55,6.55,6.45,6.55,5.134153,18339638
1/13/2005,6.525,6.65,6.525,6.625,5.192943,13768000
1/14/2005,6.55,6.575,6.425,6.45,5.055767,14727348
1/17/2005,6.425,6.525,6.4,6.4,5.016577,14062600
1/18/2005,6.425,6.425,6.325,6.4,5.016577,21302000
1/19/2005,6.425,6.475,6.375,6.4,5.016577,10593336
1/20/2005,6.375,6.425,6.325,6.325,4.957788,13706236
1/21/2005,6.35,6.375,6.3,6.325,4.957788,9285600
1/24/2005,6.325,6.35,6.175,6.175,4.840214,22957780
1/25/2005,6.175,6.25,6.1,6.225,4.879405,18740000
1/26/2005,6.25,6.325,6.25,6.3,4.938195,12581000
1/27/2005,6.35,6.5,6.35,6.4,5.016577,15402436
1/28/2005,6.4,6.475,6.4,6.4,5.016577,4621400
1/31/2005,6.375,6.475,6.35,6.475,5.075365,16484210
2/1/2005,6.475,6.475,6.35,6.375,4.996982,10018000
2/2/2005,6.4,6.45,6.375,6.45,5.055767,12182000
2/3/2005,6.45,6.45,6.325,6.375,4.996982,15204380
2/4/2005,6.4,6.45,6.4,6.425,5.036173,12124000
2/7/2005,6.45,6.525,6.45,6.475,5.075365,20905106
2/8/2005,6.5,6.65,6.5,6.625,5.192943,21797000
2/14/2005,6.725,6.725,6.6,6.65,5.212538,17996000
2/15/2005,6.575,6.65,6.55,6.65,5.212538,10909358
2/16/2005,6.6,6.65,6.5,6.575,5.153748,8450800
2/17/2005,6.55,6.55,6.425,6.425,5.036173,16640000
2/18/2005,6.425,6.55,6.4,6.525,5.114557,9762000
2/21/2005,6.525,6.575,6.525,6.575,5.153748,6257000
2/22/2005,6.55,6.6,6.5,6.525,5.114557,6744000
2/23/2005,6.45,6.45,6.35,6.375,4.996982,30455000
2/24/2005,6.4,6.425,6.35,6.4,5.016577,7455216
2/25/2005,6.4,6.45,6.375,6.425,5.036173,10092000
2/28/2005,6.45,6.575,6.45,6.55,5.134153,18446204
3/1/2005,6.525,6.6,6.475,6.575,5.153748,13386000
3/2/2005,6.6,6.6,6.45,6.525,5.114557,20610000
3/3/2005,6.5,6.55,6.425,6.525,5.114557,8882000
3/4/2005,6.525,6.55,6.475,6.55,5.134153,13603000
3/7/2005,6.525,6.55,6.5,6.525,5.114557,5904000
3/8/2005,6.525,6.575,6.5,6.525,5.114557,16080000
3/9/2005,6.525,6.575,6.525,6.525,5.114557,6540000
3/10/2005,6.525,6.525,6.425,6.475,5.075365,13848800
3/11/2005,6.475,6.5,6.425,6.45,5.055767,7798000
3/14/2005,6.5,6.5,6.4,6.425,5.036173,5898000
3/15/2005,6.45,6.45,6.35,6.375,4.996982,13529000
3/16/2005,6.375,6.425,6.3,6.375,4.996982,8644000
3/17/2005,6.35,6.425,6.3,6.375,4.996982,9137400
3/18/2005,6.4,6.425,6.35,6.375,4.996982,8249000
3/21/2005,6.375,6.4,6.35,6.375,4.996982,3922000
3/22/2005,6.375,6.375,6.3,6.3,4.938195,8687002
3/23/2005,6.3,6.3,6.175,6.225,4.879405,14805000
3/24/2005,6.225,6.25,6.2,6.2,4.85981,11439000
3/29/2005,6.225,6.225,6.15,6.15,4.820617,14003000
3/30/2005,6.15,6.175,6.1,6.175,4.840214,8827000
3/31/2005,6.2,6.225,6.15,6.15,4.820617,9410000
4/1/2005,6.15,6.225,6.15,6.2,4.85981,5639000
4/4/2005,6.2,6.2,6.125,6.15,4.820617,6749000
4/6/2005,6.175,6.225,6.125,6.175,4.840214,11385000
4/7/2005,6.175,6.2,6.15,6.15,4.820617,6826680
4/8/2005,6.175,6.225,6.175,6.175,4.840214,4573000
4/11/2005,6.175,6.225,6.175,6.2,4.85981,2119000
4/12/2005,6.175,6.2,6.125,6.15,4.820617,8409000
4/13/2005,6.15,6.225,6.15,6.2,4.85981,5596750
4/14/2005,6.175,6.2,6.15,6.15,4.820617,5441000
4/15/2005,6.15,6.15,6.05,6.075,4.76183,13718000
4/18/2005,6,6.05,5.875,5.875,4.605061,18213000
4/19/2005,6,6.05,5.975,6,4.703042,9276000
4/20/2005,6,6.025,5.95,6,4.703042,18735000
4/21/2005,5.875,5.95,5.85,5.95,4.663849,15127000
4/22/2005,6,6.1,5.95,6.075,4.76183,21462000
4/25/2005,6.075,6.1,6.025,6.075,4.76183,8581000
4/26/2005,6.075,6.15,6.05,6.1,4.781425,18720000
4/27/2005,6.025,6.1,5.95,6,4.703042,16548000
4/28/2005,5.975,6,5.975,6,4.703042,12365144
4/29/2005,6,6,5.925,5.95,4.663849,8949000
5/3/2005,6,6,5.875,5.875,4.605061,15777000
5/4/2005,5.9,5.975,5.9,5.975,4.683445,14823000
5/5/2005,5.975,6.125,5.975,6.075,4.76183,22085626
5/6/2005,6.075,6.125,6.025,6.05,4.742234,9443368
5/9/2005,6.05,6.425,6.05,6.375,4.996982,39427442
5/10/2005,6.4,6.4,6.3,6.3,4.938195,23234000
5/11/2005,6.3,6.325,6.25,6.3,4.938195,11734122
5/12/2005,6.325,6.425,6.3,6.4,5.016577,13903066
5/13/2005,6.425,6.425,6.25,6.3,4.938195,18891900
5/17/2005,6.3,6.325,6.025,6.1,4.781425,25376000
5/18/2005,6.1,6.175,6.1,6.15,4.820617,12992000
5/19/2005,6.15,6.225,6.15,6.2,4.85981,13037000
5/20/2005,6.125,6.2,6.1,6.2,4.972082,8773718
5/23/2005,6.2,6.2,6,6.025,4.83174,21960000
5/24/2005,6.05,6.05,6,6.05,4.85179,11640098
5/25/2005,6.05,6.1,6,6.075,4.871839,11393000
5/26/2005,6.025,6.05,6,6,4.811692,5778400
5/27/2005,6.05,6.125,6.05,6.1,4.891888,7745140
5/30/2005,6.1,6.2,6.075,6.175,4.952033,12959000
5/31/2005,6.175,6.175,6.075,6.075,4.871839,8838000
6/1/2005,6.075,6.2,6.05,6.2,4.972082,11303000
6/2/2005,6.175,6.175,6.05,6.1,4.891888,12029240
6/3/2005,6,6.075,6,6.05,4.85179,7319000
6/6/2005,6.025,6.1,6.025,6.1,4.891888,10013000
6/7/2005,6.1,6.175,6.1,6.125,4.911936,6763000
6/8/2005,6.1,6.15,6.1,6.1,4.891888,5021910
6/9/2005,6.125,6.2,6.05,6.075,4.871839,11708000
6/10/2005,6.125,6.15,6.075,6.075,4.871839,9255000
6/13/2005,6.1,6.175,6.1,6.15,4.931985,7148000
6/14/2005,6.175,6.175,6.075,6.1,4.891888,5990000
6/15/2005,6.075,6.125,6.075,6.125,4.911936,5495000
6/16/2005,6.1,6.175,6.075,6.15,4.931985,24219000
6/17/2005,6.15,6.175,6.125,6.175,4.952033,8481378
6/20/2005,6.175,6.25,6.15,6.175,4.952033,17794000
6/21/2005,6.175,6.3,6.175,6.275,5.032228,17011000
6/22/2005,6.275,6.3,6.25,6.3,5.052277,8816000
6/23/2005,6.3,6.325,6.25,6.3,5.052277,13670344
6/24/2005,6.2,6.25,6.175,6.175,4.952033,8281874
6/27/2005,6.225,6.25,6.175,6.25,5.01218,5994604
6/28/2005,6.25,6.275,6.225,6.275,5.032228,13967000
6/29/2005,6.275,6.3,6.25,6.275,5.032228,13129000
6/30/2005,6.25,6.25,6.2,6.225,4.992132,11732000
7/4/2005,6.25,6.3,6.15,6.3,5.052277,19439800
7/5/2005,6.25,6.275,6.2,6.2,4.972082,6595758
7/6/2005,6.2,6.25,6.2,6.225,4.992132,4083000
7/7/2005,6.2,6.25,6.15,6.175,4.952033,4831042
7/8/2005,6.175,6.175,6.075,6.1,4.891888,6232000
7/11/2005,6.125,6.225,6.125,6.2,4.972082,6176000
7/12/2005,6.175,6.225,6.125,6.125,4.911936,7010000
7/13/2005,6.15,6.2,6.125,6.15,4.931985,7430000
7/14/2005,6.175,6.225,6.15,6.15,4.931985,5487000
7/15/2005,6.15,6.325,6.15,6.325,5.072325,5953000
7/18/2005,6.275,6.3,6.225,6.25,5.01218,8118970
7/19/2005,6.25,6.325,6.2,6.3,5.052277,7007000
7/20/2005,6.35,6.5,6.35,6.4,5.132472,36921750
7/21/2005,6.45,6.45,6.325,6.4,5.132472,13779510
7/22/2005,6.45,6.475,6.4,6.425,5.152521,20608240
7/25/2005,6.45,6.45,6.35,6.375,5.112423,8695000
7/26/2005,6.35,6.4,6.325,6.35,5.092375,6715000
7/27/2005,6.325,6.4,6.3,6.35,5.092375,9635900
7/28/2005,6.35,6.525,6.35,6.4,5.132472,26042000
7/29/2005,6.4,6.5,6.375,6.5,5.212667,12312000
8/1/2005,6.525,6.575,6.45,6.5,5.212667,19402000
8/2/2005,6.55,6.55,6.475,6.475,5.192617,7825000
8/3/2005,6.475,6.55,6.45,6.5,5.212667,7499000
8/4/2005,6.5,6.525,6.4,6.5,5.212667,9563000
8/5/2005,6.475,6.525,6.425,6.5,5.212667,12299738
8/8/2005,6.475,6.575,6.45,6.575,5.272812,12991904
8/9/2005,6.6,6.625,6.55,6.55,5.252765,14342000
8/10/2005,6.55,6.725,6.55,6.725,5.393106,23990000
8/11/2005,6.725,6.8,6.675,6.75,5.413154,29499000
8/12/2005,6.75,6.775,6.675,6.775,5.433203,13027150
8/15/2005,6.75,6.975,6.75,6.95,5.573544,41808000
8/16/2005,6.975,7,6.85,6.925,5.553496,19840000
8/17/2005,6.8,6.975,6.8,6.925,5.553496,21013530
8/18/2005,6.925,6.95,6.7,6.75,5.413154,22820800
8/19/2005,6.75,6.75,6.6,6.7,5.373055,19837400
8/22/2005,6.75,6.875,6.75,6.825,5.473299,19457500
8/23/2005,6.9,6.925,6.775,6.825,5.473299,20181998
8/24/2005,6.8,6.825,6.75,6.75,5.413154,9309000
8/25/2005,6.725,6.775,6.65,6.725,5.393106,7225000
8/26/2005,6.725,6.875,6.725,6.825,5.473299,10165000
8/29/2005,6.825,6.825,6.625,6.7,5.373055,22681000
8/30/2005,6.75,6.775,6.7,6.75,5.413154,14817000
8/31/2005,6.75,6.75,6.6,6.65,5.33296,15206760
9/1/2005,6.675,6.75,6.675,6.725,5.393106,9379000
9/2/2005,6.75,6.775,6.6,6.6,5.292861,8540000
9/5/2005,6.675,6.675,6.575,6.6,5.292861,12278000
9/6/2005,6.6,6.7,6.575,6.7,5.373055,9109000
9/7/2005,6.725,6.75,6.675,6.75,5.413154,8945970
9/8/2005,6.775,6.775,6.7,6.725,5.393106,9402000
9/9/2005,6.7,6.75,6.65,6.75,5.413154,4229000
9/12/2005,6.75,6.775,6.7,6.7,5.373055,5953000
9/13/2005,6.725,6.75,6.675,6.675,5.353008,3561000
9/14/2005,6.7,6.7,6.575,6.65,5.33296,9557000
9/15/2005,6.65,6.7,6.625,6.625,5.312911,6760256
9/16/2005,6.625,6.7,6.625,6.675,5.353008,6512000
9/20/2005,6.7,6.8,6.7,6.775,5.433203,8058000
9/21/2005,6.825,6.825,6.725,6.775,5.433203,5317000
9/22/2005,6.75,6.775,6.7,6.775,5.433203,3601000
9/23/2005,6.75,6.775,6.675,6.7,5.373055,9962010
9/26/2005,6.75,6.75,6.625,6.675,5.353008,3379002
9/27/2005,6.65,6.7,6.575,6.625,5.312911,4120000
9/28/2005,6.625,6.675,6.6,6.6,5.292861,8846000
9/29/2005,6.6,6.85,6.6,6.825,5.473299,22962000
9/30/2005,6.825,6.875,6.75,6.75,5.413154,13109000
10/3/2005,6.775,6.825,6.75,6.8,5.453252,4610000
10/4/2005,6.8,6.825,6.75,6.75,5.413154,5325000
10/5/2005,6.725,6.75,6.6,6.65,5.33296,9577000
10/6/2005,6.525,6.6,6.525,6.6,5.292861,7880000
10/7/2005,6.55,6.7,6.55,6.675,5.353008,4757000
10/10/2005,6.675,6.675,6.575,6.6,5.292861,3160000
10/12/2005,6.675,6.675,6.4,6.475,5.192617,11862000
10/13/2005,6.475,6.525,6.425,6.45,5.172568,4648000
10/14/2005,6.5,6.5,6.35,6.475,5.192617,9206334
10/17/2005,6.5,6.5,6.4,6.425,5.152521,6724000
10/18/2005,6.45,6.525,6.425,6.45,5.172568,7541560
10/19/2005,6.425,6.45,6.375,6.4,5.132472,6129000
10/20/2005,6.425,6.45,6.375,6.4,5.132472,5032000
10/21/2005,6.35,6.525,6.3,6.45,5.172568,10515840
10/24/2005,6.425,6.45,6.25,6.425,5.152521,8034000
10/25/2005,6.425,6.575,6.225,6.3,5.052277,7149000
10/26/2005,6.275,6.375,6.25,6.35,5.092375,12903000
10/27/2005,6.35,6.35,6.225,6.275,5.032228,14028000
10/28/2005,6.2,6.25,6.125,6.15,4.931985,12613000
10/31/2005,6.2,6.3,6.15,6.2,4.972082,7915778
11/1/2005,6.45,6.5,6.225,6.3,5.052277,13186656
11/2/2005,6.325,6.4,6.3,6.4,5.132472,4582344
11/3/2005,6.4,6.425,6.35,6.4,5.132472,1609000
11/4/2005,6.4,6.425,6.325,6.375,5.112423,7533000
11/7/2005,6.325,6.35,6.275,6.3,5.052277,17859714
11/8/2005,6.3,6.3,6.25,6.3,5.052277,8653000
11/9/2005,6.275,6.375,6.25,6.35,5.092375,8492812
11/10/2005,6.325,6.475,6.325,6.4,5.132472,15596760
11/11/2005,6.5,6.5,6.425,6.45,5.172568,7569000
11/14/2005,6.45,6.575,6.425,6.45,5.172568,10669280
11/15/2005,6.475,6.55,6.45,6.5,5.212667,7559656
11/16/2005,6.5,6.55,6.425,6.45,5.172568,2145000
11/17/2005,6.5,6.55,6.45,6.5,5.212667,6525000
11/18/2005,6.575,6.675,6.575,6.625,5.312911,13434000
11/21/2005,6.7,6.725,6.65,6.675,5.353008,16550000
11/22/2005,6.7,6.7,6.65,6.7,5.373055,6296000
11/23/2005,6.775,6.8,6.7,6.75,5.413154,12093800
11/24/2005,6.7,6.775,6.65,6.75,5.413154,8867000
11/25/2005,6.75,6.75,6.725,6.75,5.413154,9705712
11/28/2005,6.75,6.825,6.725,6.775,5.433203,9249200
11/29/2005,6.775,6.775,6.625,6.65,5.33296,13176464
11/30/2005,6.65,6.65,6.55,6.55,5.252765,18224904
12/1/2005,6.55,6.6,6.5,6.6,5.292861,11787106
12/2/2005,6.65,6.75,6.65,6.7,5.373055,16536808
12/5/2005,6.725,6.75,6.675,6.725,5.393106,14566174
12/6/2005,6.7,6.725,6.65,6.65,5.33296,13574000
12/7/2005,6.625,6.75,6.6,6.725,5.393106,12785400
12/8/2005,6.725,6.9,6.725,6.8,5.453252,21648000
12/9/2005,6.825,6.9,6.8,6.825,5.473299,23255000
12/12/2005,6.8,6.9,6.8,6.875,5.513396,15126000
12/13/2005,6.825,6.825,6.675,6.75,5.413154,7423942
12/14/2005,6.8,6.85,6.75,6.825,5.473299,6640000
12/15/2005,6.8,6.85,6.775,6.85,5.493348,13626000
12/16/2005,6.85,7.075,6.825,7,5.613641,39877240
12/19/2005,7.025,7.15,6.925,7,5.613641,36807400
12/20/2005,7,7.075,6.925,7.025,5.633689,12071000
12/21/2005,7.075,7.1,7.025,7.075,5.673787,12654000
12/22/2005,7.075,7.1,6.95,7.025,5.633689,8072524
12/23/2005,7,7.1,6.95,7.05,5.653738,8999000
12/28/2005,7,7.1,7,7.075,5.673787,10694200
12/29/2005,7.075,7.25,7.075,7.225,5.79408,17298656
12/30/2005,7.225,7.25,7.1,7.125,5.713883,6087000
1/3/2006,7.1,7.525,7.1,7.475,5.994567,26123020
1/4/2006,7.65,8,7.6,7.825,6.275249,39009500
1/5/2006,7.925,8,7.725,7.725,6.195053,41311502
1/6/2006,7.775,7.975,7.725,7.925,6.355444,29602000
1/9/2006,8.1,8.45,8.075,8.125,6.515832,66525266
1/10/2006,8.15,8.4,8.025,8.225,6.596028,35485504
1/11/2006,8.25,8.375,8.05,8.15,6.535881,24771000
1/12/2006,8.175,8.225,7.95,8.125,6.515832,22164274
1/13/2006,8.075,8.175,8.025,8.15,6.535881,15709848
1/16/2006,8.175,8.2,8.075,8.1,6.495785,12290000
1/17/2006,8.1,8.15,7.9,7.95,6.375493,21056000
1/18/2006,7.85,8.125,7.85,8.05,6.455688,21514152
1/19/2006,8.1,8.45,8.075,8.425,6.756418,17979000
1/20/2006,8.475,8.675,8.075,8.075,6.475736,32886000
1/23/2006,8.05,8.3,8.05,8.225,6.596028,21026000
1/24/2006,8.3,8.5,8.2,8.45,6.776464,15920000
1/25/2006,8.5,8.55,8.3,8.4,6.736369,18580540
1/26/2006,8.5,8.5,8.225,8.325,6.676222,12024492
1/27/2006,8.325,8.65,8.325,8.6,6.896759,33912000
2/1/2006,8.6,8.675,8.45,8.65,6.936856,20608000
2/2/2006,8.675,8.875,8.5,8.6,6.896759,23074418
2/3/2006,8.475,8.475,8.175,8.225,6.596028,28026542
2/6/2006,8.225,8.525,8.075,8.5,6.816565,28343000
2/7/2006,8.5,8.65,8.35,8.525,6.836613,28479000
2/8/2006,8.5,8.55,8.25,8.4,6.736369,20877000
2/9/2006,8.45,8.625,8.4,8.525,6.836613,24008000
2/10/2006,8.525,8.6,8.425,8.6,6.896759,6524194
2/13/2006,8.55,8.775,8.525,8.725,6.997002,14961136
2/14/2006,8.675,9,8.525,8.95,7.177441,17812000
2/15/2006,9.05,9.25,8.875,9,7.217537,23134930
2/16/2006,9.25,9.25,8.75,8.875,7.117294,11965000
2/17/2006,8.875,8.975,8.725,8.8,7.057148,6861930
2/20/2006,8.775,9.125,8.775,9.1,7.297734,13954000
2/21/2006,9.2,9.4,9.075,9.3,7.458123,16254000
2/22/2006,9.35,9.575,9.325,9.525,7.638561,22382000
2/23/2006,9.525,9.85,9.425,9.575,7.678659,24753000
2/24/2006,9.525,9.55,9.125,9.15,7.33783,25163000
2/27/2006,9.15,9.425,9.15,9.425,7.558367,19124000
2/28/2006,9.35,9.35,8.9,9.025,7.237586,24047000
3/1/2006,8.875,9.325,8.875,9.125,7.317782,19852000
3/2/2006,9.3,9.4,9.025,9.025,7.237586,12930698
3/3/2006,8.25,9.025,8.25,8.55,6.85666,42693000
3/6/2006,8.725,8.875,8.7,8.825,7.077198,27457000
3/7/2006,8.85,8.85,8.525,8.7,6.976953,27168142
3/8/2006,8.55,8.6,8.425,8.575,6.876709,36975000
3/9/2006,8.6,8.85,8.6,8.775,7.037099,16824000
3/10/2006,8.7,8.825,8.65,8.65,6.936856,15486000
3/13/2006,8.75,8.95,8.65,8.925,7.157394,16734388
3/14/2006,8.925,9.2,8.875,9.2,7.377926,14045000
3/15/2006,9.35,9.35,9.175,9.3,7.458123,22874520
3/16/2006,9.25,9.275,9.05,9.225,7.397976,7741808
3/17/2006,9.3,9.425,9.175,9.25,7.418025,8403000
3/20/2006,9.25,9.425,9.25,9.275,7.438075,7278000
3/21/2006,9.325,9.775,9.25,9.725,7.79895,15457360
3/22/2006,9.75,10.025,9.5,9.725,7.79895,25136564
3/23/2006,9.7,9.875,9.6,9.7,7.778903,6451198
3/24/2006,9.7,9.875,9.65,9.725,7.79895,8601000
3/27/2006,9.85,10.275,9.85,10.25,8.219975,21145470
3/28/2006,10.225,10.225,9.9,10.05,8.059585,18561000
3/29/2006,10,10,9.525,9.8,7.859097,17442000
3/30/2006,9.75,10.15,9.675,10.125,8.119731,21659000
